id,status,evidence
TCI-BE-012,Partial,"src/poller/digest.ts runWeeklyDigest + src/lib/digest-content.ts assemble a weekly email, but it is the personal-companion lane-aware digest to ADMINS (src/db/system.ts listDigestRecipients), not a manager team-capability brief with these five sections"
TCI-BE-013,Partial,"src/lib/exec-report.ts composeExecReport/readExecReport already compose a monthly board memo (maturity board, QoQ trajectory, plateau, spend, honesty gap, capability-coverage line) via src/poller/exec-report.ts on MONTHLY_EXEC_CRON (src/worker.ts:261); shared compose path with the /api/exec-report export"
TCI-BE-014,Missing,No quarterly cron/report exists (src/worker.ts crons are nightly/daily/weekly/monthly only; grep found no quarterly)
TCI-BE-015,Missing,"No PDF machinery anywhere (grep for pdf/jspdf/puppeteer/pdfkit in src/ + package.json returned nothing); src/app/api/exec-report/route.ts:28 returns print-friendly HTML with content-disposition, not PDF"
TCI-BE-016,Partial,"src/lib/maturity-csv.ts maturityViewToCsv is a pure RFC-4180 serializer wrapped by src/app/api/maturity/export/route.ts (text/csv via handleApi, 402 applies); team board CSV export already ships per CLAUDE.md"
TCI-BE-017,Partial,"Fixed crons already deliver weekly digest + monthly memo (src/worker.ts:47/55) via SES with CAS idempotency (exec-report-state, digest week-claim); but delivery is hard-coded crons to admins/owners, not a user-configurable schedule, and settings only toggle on/off (src/app/api/settings/digest/route.ts, settings/exec-report/route.ts)"
TCI-BE-018,Partial,"Delivery backbone exists: SES sendEmail (src/lib/email.ts) + CAS state tables (src/poller/budget-alert.ts:99 claimThreshold, renewal-reminder, exec-report-state) + cron→queue fan-out; budget/renewal/flywheel emails already send to admins with idempotency; but there is NO in-app notification inbox (grep found no notification table/UI) and most of these specific triggers (maturity-level crossing, capability decline, concentration, cost-without-growth) are not computed as events"
TCI-BE-019,Missing,"All existing email lanes target ADMINS/OWNERS only via src/db/system.ts listDigestRecipients (used by digest, exec-report, renewal); there is no per-member email path and no coaching/mentor-assignment events to notify on"
TCI-FE-001,Conflicting,"tci.md:449-475; src/lib/nav-items.ts:24-36 (routes deliberately RETIRED from nav in W5-H), :62-92 (current 4-item primary + admin groups), :107-138 (role/org-gated navFor); CLAUDE.md W5 ledger 'Team Intelligence folded ~18 panels → 5 cards'"
TCI-FE-002,Partial,"src/app/(app)/dashboard/team-overview.tsx:240-368 (the shipped 5 cards: Team AI health, AI maturity+axes, Training opportunities, Benchmarks & distribution, Data trust); MaturityLevelBanner/MaturityAxisMeters :299-304; AttentionSection :238; ScoreTrend/RecentMovement :259,319; SpendGovernanceLine :268"
TCI-FE-003,Missing,"src/app/(app)/dashboard/team-overview.tsx:222-236 (PageHeader has title/description + banners only — no filter bar, no team selector, no date-range control); dashboardWindow() is a fixed 180d window (:89)"
TCI-FE-004,Conflicting,"tci.md:507-517,555-569; src/app/(app)/dashboard/personal-self-view.tsx:546-547 ('No blended per-person AI health number anywhere (errata §1.2(9))'); repo has 3 scores (adoption/fluency/efficiency) + 3 maturity axes + a 9-capability ENGINEERING graph, not 7 universal dimensions (CLAUDE.md P1/P8); no radar-chart component exists"
TCI-FE-005,Conflicting,tci.md:651-769; src/components/companion/capability-profile-card.tsx:26-28 ('the caller passes only the SIGNED-IN person's own rows … so no per-person mastery ever leaves self-view'); src/components/dashboard/capability-coverage-card.tsx:12-17 ('The row prop carries NO person id or name — a per-person shape is structurally impossible'); src/components/dashboard/segment-breakdown.tsx:12-18
TCI-FE-006,Conflicting,"tci.md:771-843; existing /people (src/app/(app)/people/page.tsx:40-63) is pseudonym-only, two columns, no capability/spend; /teams (src/app/(app)/teams/page.tsx) is team→member-COUNT only; segment-breakdown.tsx:12-18 forbids per-person listing even under managed/full"
TCI-FE-007,Conflicting,"tci.md:845-995; src/app/(app)/dashboard/personal-self-view.tsx (the individual profile is SELF-view — reads mastery.forUser(ctx.user.id), missions.progressForUser(ctx.user.id), exposures.forUser); coaching-card.tsx:22-27 ('a manager surface passes no personId'); capability-profile-card.tsx:26-28"
TCI-FE-008,Partial,"src/app/(app)/growth/page.tsx (a personal /growth surface exists, self-view only, gated to personal orgs :43-45); team-overview.tsx:319 ScoreTrend, :259 RecentMovementPanel, :332-335 TrainingOpportunitiesCard (plateau verdict + count-only segments)"
TCI-FE-009,Conflicting,"tci.md:1067-1187; src/components/companion/coaching-card.tsx:22-27 (coaching affordances are self-view — 'a manager surface passes no personId, so no affordances … ever render'); recommendation interaction state is self-view-only per CLAUDE.md W5-D (rec_interaction_state)"
TCI-FE-010,Conflicting,"tci.md:1189-1281; src/components/dashboard/capability-coverage-card.tsx:12-17 (aggregate count-only, no person id — the privacy-safe analog); segment-breakdown.tsx:12-18 (no named individuals even under managed/full)"
TCI-FE-011,Partial,src/app/(app)/dashboard/team-overview.tsx:205-238 (deriveAttention builds an AttentionSection strip with recommendations/anomalies/plateau/score-drops); CLAUDE.md 'AttentionItem.kind = recommendation|anomaly|plateau|milestone|spend|agentic-transition'
TCI-FE-012,Partial,src/components/dashboard/benchmark-panel.tsx (rendered on the team view :352) shows within-org percentile + published norms; personal-self-view.tsx:668-725 verified-benchmarks card with provenance disclosure and 'we don't show unverified figures'
TCI-FE-013,Partial,src/components/maturity/maturity-report.tsx + src/app/(app)/maturity/page.tsx (an in-app board one-pager); team-overview.tsx:288 MaturityExportButton (CSV) + :289-297 link to /maturity full report; CLAUDE.md W6 'Monthly Executive narrative one-pager (email + /api/exec-report export)'; settings/exec-report-preferences-form.tsx (scheduled email opt-in exists)
TCI-FE-014,Partial,src/components/scores/score-card.tsx:185-276 (ScoreCard with value/delta/components/footer + 'How this is calculated' collapsible + honesty null-state); score-meter.tsx (the bar); maturity-axis-meters.tsx (label+score+meter pattern)
TCI-FE-015,Partial,src/lib/capability-glossary confidenceTierLabel (used in capability-profile-card.tsx:90); score-card.tsx:57-103 DeltaChip renders up/down/none/notComparable/first trend states; no single reusable Badge component named ConfidenceBadge exists
TCI-FE-016,Partial,team-overview.tsx:238 AttentionSection renders deriveAttention items (recommendation/anomaly/plateau/etc); data-confidence.tsx STATE_STYLE:52-78 already encodes reliable/needs-attention/sync-failed visual treatments (an existing severity styling map)
TCI-FE-017,Partial,src/components/companion/capability-curriculum-drawer.tsx (a Sheet-based capability detail drawer); data-confidence.tsx:255-321 (ResponsiveSheetContent drawer with sectioned disclosure + deep-link-to-section pattern)
TCI-FE-018,Complete,"src/components/companion/data-confidence.tsx: DataConfidenceCard:150-199 (collapsed: state chip + body + summary + review CTA), DataConfidenceDrawer/DisclosureItem:323-359 (expanded: explanation + impact + affected + action), TechnicalDetails:364-391 (collapsed-by-default technical reason), lastCheckedAt wired from maturity.dataAsOf"
TCI-FE-019,Conflicting,"tci.md:1813-1825; src/app/(app)/people/page.tsx:40-63 (people render as PSEUDONYM by default; real name only when visibilityMode !== private, and never with a capability/maturity badge); segment-breakdown.tsx:12-18 (no per-person maturity labels)"
TCI-FE-020,Complete,src/components/empty-state.tsx:11-64 (default + inline variants; docstring: 'the description says why the surface is empty and what makes it fill — never a fake teaser number'); used pervasively e.g. growth/page.tsx:224-245 which names the connect action + connected sources
TCI-UX-001,Complete,"src/lib/capability-glossary.ts:8-24 ('Discovery, never deficiency'; positive-first bands); src/lib/companion-glossary.ts:109-111 (COACHING_COPY.subtitle 'Never a verdict on you'); personal-self-view.tsx:542-556 (level-forward positive hero)"
TCI-UX-002,Complete,"src/lib/capability-glossary.ts:129-161 (MISSION_COPY anti-gamification, banned-phrasing test enforced, no XP/streak/league); team-overview.tsx:329-342 (count-only segments, MIN_PEOPLE floor); CLAUDE.md founder-signed anti-gamification"
TCI-UX-003,Partial,"Score cards show component breakdown + deltas + named driver (personal-self-view.tsx:317-360, score-insights personScoreDropAttribution); Data Confidence covers limitations (data-confidence.ts); coaching = next action (coaching-card.tsx). But capability-profile-card.tsx:78-104 renders only band + confidence tier + a curriculum link — no positiveSignals/limitingSignals/evidenceCount drawer per capability"
TCI-UX-004,Partial,capability-profile-card.tsx:88-91 renders confidenceTierLabel per capability row; Data Confidence card aggregates trust (personal-self-view.tsx:597). But the numeric 0-100 ScoreCard grid (personal-self-view.tsx:630-634) carries no per-score confidence badge — confidence lives only in the separate aggregate card
TCI-UX-005,Complete,"capability-glossary.ts:69-72 (forming copy); capability-profile-card.tsx:70-75 (forming EmptyState, never zeros); masteryBand at capability-glossary.ts:19-24 never floors; data-confidence.ts:18-26 honesty posture; onboarding-interim bridge (personal-self-view.tsx:601-619)"
TCI-UX-006,Partial,"empty-state.tsx:11-19 enforces 'why empty + what fills it, never a fake teaser'; onboarding-interim.tsx threads isAdmin (who resolves) (personal-self-view.tsx:610-618). But the full four-field structure (esp. 'who can resolve' + 'expected effect') isn't a first-class, consistently-rendered contract across surfaces"
TCI-UX-007,Partial,capability-glossary.ts:44-56 'early read' tier badge; data-confidence.ts:52-58 'needs-attention' state. But numeric score cards have no distinct low-confidence treatment; team CapabilityCoverageCard drops below-MIN_PEOPLE rows entirely (capability-glossary.ts:171-173) rather than marking them low-confidence
TCI-UX-008,Complete,"data-confidence.ts:64-125 (collapsed states + summary lines) and :306-518 (grouped disclosures, aggregateNote, technical-details payload, action hrefs, lastCheckedLabel); rendered via DataConfidenceCard + drawer (personal-self-view.tsx:512, 593-597)"
TCI-UX-009,Conflicting,personal-self-view.tsx:542-556 makes the maturity LEVEL + single next step the hero and demotes the raw 0-100 score grid behind a collapsed expander (personal-self-view.tsx:621-634; DIAGNOSTIC_COPY companion-glossary.ts:237-246); founder D4 ratified fewer/larger cards + one dominant action (product-signoffs.md:15); errata §1.2(9) forbids a blended per-person health number
TCI-UX-010,Partial,"Present: level (GrowthJourneyCard), next step, capability breakdown (CapabilityProfileCard), recommendations (CoachingCard), personal cost (SpendGovernanceLine personal-self-view.tsx:653), data confidence (DataConfidenceCard). Absent: a universal-vs-role-pack SPLIT (only one 9-capability engineering set exists) and manager-'assigned' coaching (coaching is self-derived, not assignable — coaching-card.tsx doc comment)"
TCI-UX-011,Partial,"SpendGovernanceLine shows reported + estimated spend + cost-per-active-user with a link to /spend (personal-self-view.tsx:653-666); estimated-pricing disclosed via Data Confidence (data-confidence.ts:216-235). 'Don't frame cost reduction as objective' is honored (spend is operational, no ROI). Missing on the personal surface: model mix, premium-model share, token volume, model-selection recommendations"
TCI-UX-012,Blocked,"The personal companion is org-of-one; the modeled-norms BenchmarkPanel is deliberately NOT on the self-view (personal-self-view.tsx:668-680, J1); GrowthPage gates team-org member activation on W6-A (growth/page.tsx:36-40). 'Don't expose named peer scores' is already Complete (MIN_PEOPLE floor, pseudonymized private mode). Mentors: no mentor feature exists"
TCI-UX-013,Missing,"Only the entry exists: team-overview.tsx renders a 5-card overview + aggregate CapabilityCoverageCard (count-only, no per-capability weakness drill-in with named members). No capability-detail-with-affected-members drawer, no Coaching Center, no campaigns, no mentor assignment, no baseline snapshot anywhere in src/app/(app)"
TCI-UX-014,Conflicting,"No Skills & Experts screen exists. A named expert directory with per-person proficiency (tci.md:1229-1245) contradicts the self-view-only mastery model and the aggregate, MIN_PEOPLE-floored, no-person-id team surface (capability-profile-card.tsx:26-28; capability-glossary.ts:165-174; team-overview.tsx:336-338)"
TCI-UX-015,Partial,"Team spend exists as a one-line governance summary + /spend page (team-overview.tsx:268-272) with estimated/reported honesty. Missing: a per-member individual cost table with efficiency CLASSIFICATION (§6.8 explainable buckets, not an opaque score), the admin visibility toggle for individual cost, and the capability-vs-cost comparison per person"
TCI-UX-016,Partial,"Self-driven half works: Individual Overview (personal-self-view.tsx), recommendations + why-line + confidence note (recommendation-card.tsx:42-55), mark-tried/snooze/dismiss (rec-interaction-actions), missions completing on measured activity (mission-progress) and milestones tracking change (growth/page.tsx:172-176). Missing: an 'assigned' (manager-set) development priority + assigned activities — coaching is self-derived, not assignable"
TCI-UX-017,Conflicting,"Violates the minimal-by-default / progressive-disclosure product law (CLAUDE.md UX principles) and reverses W5-H, which curated ~18 panels into 5 cards and folded usage detail behind a disclosure (team-overview.tsx:240-368, 310-323); founder D4 ratified fewer/larger cards + one dominant action (product-signoffs.md:15). The spec itself concedes radar is harder to read than aligned bars (tci.md:569)"
TCI-QA-001,Missing,"No manager capability-overview screen or its test exists. The existing team surface is src/app/(app)/dashboard/team-overview.tsx (count-only, 5 cards) with no capability strongest/weakest/coaching fields; closest render-test patterns are src/components/companion/companion-cards.test.tsx and src/components/maturity/maturity-report.test.tsx."
TCI-QA-002,Partial,"Confidence tiers and coverage already exist for the individual side: capability-state directional/measured tiers (src/scoring/capability-state.ts), the Data Confidence card, signal-coverage (tests/signal-coverage.test.ts), and honesty-gap tests (tests/dashboard-honesty-gaps.test.ts). No team-score confidence/coverage renderer or test exists yet."
TCI-QA-003,Missing,No manager insight feed or deep-link test exists. The individual coaching card carries a computed why-line (tests/score-insights.test.ts) but no manager-insight deep-link contract is present.
TCI-QA-004,Conflicting,This is a manager-facing per-person capability view. Today capability/mastery state is deliberately self-view-only: tests/exposures.test.ts:106 pins forUser to the caller's own rows and returns nothing for another user; the team surface is count-only with a MIN_PEOPLE floor (tests/capability-coverage.test.ts:73-84); tests/dashboard-privacy.test.ts enforces team-only-pseudonymized so real names are hidden in private mode. A per-member matrix would require overturning all three. CLAUDE.md marks companion-in-team-orgs (W6-A) founder-gated on a ~6-week dogfood clock.
TCI-QA-005,Partial,"The honesty/explainability building blocks exist: confidence tiers (src/scoring/capability-state.ts), honesty-gap surfacing (tests/dashboard-honesty-gaps.test.ts), and a data-confidence disclosure framework. No matrix cell renderer or its distinct-state test exists."
TCI-QA-006,Missing,"No coaching-assignment or campaign entity exists. The individual side has self-view rec interaction state (snooze/dismiss, tests/rec-interactions.test.ts) but no manager-assigned action, no CoachingCampaign table, and no baseline-snapshot storage. Spec §6.6 defines new CoachingCampaign/CoachingActivity objects."
TCI-QA-007,Partial,"Cost/spend already exists (budgets, spend alerts: tests/budget-alert.test.ts, tests/spend-governance.test.ts) and scoring already excludes cost by design (scoring inputs are metric_records only; tests/scoring-evaluate.test.ts honesty rules floor non-ratio components, never cost). No per-member efficiency classification, no allocation-confidence renderer, and no EXPLICIT guard test asserting cost/spend is absent from scoring inputs."
TCI-QA-008,Partial,"Route tests today cover only signed-out (401), non-admin (403), and cross-org: tests/api-routes.test.ts:120-288 and the org-level sweep in tests/tenant-isolation.test.ts. roles/role_assignments exist (tests/roles.test.ts) but no route enforces manager-vs-member, and no per-role authz matrix test exists. Every TCI screen is role-scoped, so this is the central missing QA surface."
TCI-QA-009,Complete,"Stronger than the spec asks: prompt-content ingestion in Team mode is a hard tripwire (CLAUDE.md 'Tripwires — never build in V1: no prompt-content ingestion in Team mode'), so raw prompts are never ingested at all, not merely hidden. The tripwire guard hook runs on every edit."
TCI-QA-010,Missing,"No manager-notes entity exists anywhere in the repo, so neither the notes nor the guard proving they are excluded from scoring exists. Analogous isolation is already proven for renewal_date being unverifiable/non-scoring (tests/renewal-reminders.test.ts) — same 'user-entered field never touches the score' shape."
TCI-QA-011,Partial,"The individual side already has this: the Data Confidence card + framework (src/lib/data-confidence.ts per CLAUDE.md), honesty-gap tests (tests/dashboard-honesty-gaps.test.ts), signal-coverage (tests/signal-coverage.test.ts). No team-surface disclosure renderer/test exists."
TCI-QA-012,Missing,"The three guards exist and are strict: tenant-isolation SCOPED_READS with a non-vacuous B-org seed + completeness assertion (tests/tenant-isolation.test.ts:50-60), the FK-ordered purge with a ≥21-edge anti-vacuity floor (tests/account-deletion.test.ts:287-337), and the frozen-contracts ADR gate in CI (.github/workflows/ci.yml:39-89). Every TCI table is new, so none is registered yet."
TCI-QA-013,Partial,The pattern exists and is proven for one aggregate: tests/capability-coverage.test.ts:73-84 asserts a capability below SEGMENT_MIN_PEOPLE_TO_NAME is dropped entirely (never suppressed-but-implied). Every NEW team aggregate needs its own such test; none exist yet.
TCI-QA-014,Partial,"Two banned-phrasing patterns exist and are enforced: the missions schema+copy sweep (tests/missions.test.ts:73-78,159-173 — no xp/streak/league/points/badge/level-up) and the LMS/curriculum sweep (tests/capability-curriculum.test.ts:55-110). The TCI Benchmarks screen (§6.10) and 'ready for next level' framing are gamification-risk copy with no sweep yet."
TCI-QA-015,Partial,"The parity patterns exist: digest↔dashboard share the SAME coaching source with identical selection+order (tests/digest-content.test.ts:261-268), and migration-equivalence/output-equivalence guards pin byte-identical behavior (tests/recommendation-catalog.test.ts:225-255, tests/utility-ranker.test.ts). TCI adds weekly/monthly/quarterly reports + manager notifications that must not drift from the on-screen numbers — no such parity test exists yet."
TCI-QA-016,Partial,"Known flakes are documented (CLAUDE.md: occasional '[vitest-pool]: Worker exited unexpectedly' Windows fork crash, a rare pseudonym-collision in tests/api-impl.test.ts, and 2-5 auth/connector files failing a different set under load — confirm by running named files in isolation). A perf guard already pins read cost independent of person count (tests/perf/capability-state-queries.test.ts:46-62, 20x people → identical query count). New team aggregates must add the same perf guard, and CI must keep the rerun-on-flake strategy."
TCI-DOC-001,Conflicting,"tci.md:5 declares 'Document version: 1.0' with no provenance/author/repo-path; every requirement line is tagged [INFERRED, HIGH|MED] (e.g. tci.md:9, tci.md:33, tci.md:2289) — 100% inferred, zero signed. Repo rule that this collides with: CLAUDE.md 'Ground truth: Product Spec V4'; docs/product-signoffs.md:1-9 (founder judges evidence; human gates never self-certified, rule 4)."
TCI-DOC-002,Partial,"House style exists and is proven: docs/legacy/product/revealyst-gap-analysis.md:1-11 (narrative + 'Companion artifacts' list), docs/product/requirements.csv (header id,spec_section,tier,domain,requirement), docs/legacy/product/traceability.csv (id,spec_section,tier,domain,status,evidence), docs/legacy/product/implementation-roadmap.md. The TCI-specific instance of these does not yet exist."
TCI-DOC-003,Partial,Pattern exists: docs/legacy/ai-capability-implementation-gap-analysis.md:1-16 (a '> Superseded.' banner pointing to CLAUDE.md wave banners as current truth); docs/Revealyst_Execution_Plan_V4.md §7 'Documentation state & the single-source-of-truth rule'. No TCI doc carries it yet.
TCI-DOC-004,Missing,Governance rules: docs/decisions/README.md:1-15 (ADR required before a frozen-contract change; unique 4-digit prefixes CI-enforced; ADR vs migration numbers independent); CLAUDE.md 'A new org-scoped table needs THREE registrations' (tenant-isolation SCOPED_READS + ADR + account-deletion purge). TCI proposes ~8 new entities (tci.md:1843-1935) with zero ADRs drafted.
TCI-DOC-005,Missing,"Ledger exists and is the required home: docs/product-signoffs.md:1-9 + the D4/D5/D7/D8/D9/D10/OQ-00x rows. No TCI rows exist. CLAUDE.md rule 4: gates are human-reviewed, never self-certified by the authoring agent."
TCI-DOC-006,Conflicting,"TCI wants it: tci.md:651-711 (Capability Matrix rows = named team members with per-capability cells) and tci.md:845-995 (manager-facing individual profile with capability breakdown). Founder-signed opposite: mastery is deliberately self-view-only — docs/decisions/0036-user-capability-state.md; CLAUDE.md P2 'org-scoped, self-view-only mastery table' and P7 'self-view-only — no manager/admin read route; never on the team view'."
TCI-DOC-007,Conflicting,"TCI: tci.md:771-843 (Team Members table, per-member rows) and tci.md:651-769 (matrix, optional grouped rows by squad/location). Founder-signed opposite: team view is count-only with a MIN_PEOPLE champion floor and pseudonymized private mode — CLAUDE.md W5 'segments count-only-everywhere + MIN_PEOPLE champion floor'; P6 'count-only, MIN_PEOPLE-floored ... a capability below the floor is dropped entirely (never a suppressed-but-implied number)'; src/lib/nav-items.ts + team-overview is 5 count-only card sections."
TCI-DOC-008,Conflicting,"TCI: tci.md:99-119 (managers see 'individual-level cost analytics'), tci.md:963-981 (per-member Cost and Usage tab), tci.md:1309-1329 (Individual Cost Table with per-member monthly spend). It does add an admin toggle (tci.md:1997) and 'never reduce access solely because expensive' (tci.md:1361). Tension with: the count-only/pseudonymized team model (CLAUDE.md W5) and spend surfaced today at team grain (src/lib/nav-items.ts:88 '/spend')."
TCI-DOC-009,Conflicting,"TCI: tci.md:63 'Sensitive prompt content should not be exposed by default', tci.md:1601 'whether prompt-level evidence is available', tci.md:1981 'behavioral summaries, not raw private conversations by default'. The 'by default' framing implies it can be enabled. Hard ban: CLAUDE.md Tripwires 'no prompt-content ingestion in Team mode'; docs/Revealyst_Product_Spec_V4 NOT-list; the founder-signed desktop-collector direction is content-free events only."
TCI-DOC-010,Blocked,TCI: tci.md:291-409 (seven non-eng packs) — though §14 (tci.md:2167) sensibly recommends Engineering-first. Named gate: docs/product/requirements.csv:110 NOT-015 'No non-engineering role libraries in MVP or V1'; docs/Revealyst_Execution_Plan_V4.md Future ledger 'Role expansion beyond Engineering — Evidence-gated: the §16(3) research question (M365 Copilot / Google Workspace admin APIs as honest telemetry) answered affirmatively'; OQ-003 (requirements.csv:155) + OQ-004 (:156).
TCI-DOC-011,Blocked,"TCI: tci.md:9 'extends the existing Individual AI Growth Companion into a manager-facing capability development platform'; entire §13 MVP (tci.md:2101-2133). Named gate: CLAUDE.md 'W6-A (Companion-in-Team-orgs + dual-source dedup) on the §14 ~6-week dogfood outcome'; docs/legacy/product/revealyst-gap-analysis.md:22 (the #1 structural gap is deliberately gated, clock since 2026-07-14)."
TCI-DOC-012,Conflicting,"TCI: tci.md:447-475. Founder-signed opposite: the shipped team nav is four primary items — src/lib/nav-items.ts:72-75 (Team, AI maturity, Connections, Account) + a small admin group (:86-88); CLAUDE.md W5 'Team Intelligence folded ~18 panels → 5 cards'; product-signoffs D4 'fewer/larger cards, progressive disclosure, one dominant action per screen'; CLAUDE.md UX principle 'minimal by default'."
TCI-DOC-013,Conflicting,"TCI: tci.md:415-445 (CapabilityScore.score:number, level enum) and tci.md:503-531 (large score as the primary card). Founder-signed opposite: the raw 0–100 is deliberately demoted behind a diagnostic expander and the maturity ladder is a separate 0–4 MODELED model — CLAUDE.md W5 'raw 0–100 demoted behind a diagnostic-details expander ... never a 4th ladder'; src/lib/maturity-glossary.ts:34-53 (levels 0–4, distinct copy); product-signoffs OQ-008 'capability profile = breakdown of the existing band, NOT a new/third scoring system'."
TCI-DOC-014,Conflicting,"TCI: tci.md:2289 'positioned as an AI Capability Intelligence and Growth Platform', tci.md:5 'Primary users: Team managers ...'. Founder-signed opposite: docs/product/requirements.csv:VIS-001 'individual-first Personal AI Companion; team/exec intelligence is a by-product surface, never the individual pitch'; CLAUDE.md 'bottom-up Personal AI Companion whose individual signal compounds into ... intelligence CTOs pay for'; onboarding is companion-pitch-first."
TCI-DOC-015,Missing,The rule is stated only in this task's orchestration prompt; it has no repo home. It must sit beside the analysis (docs/product/tci/ narrative + a note in docs/product-signoffs.md) so future readers apply it consistently. Precedent: docs/product-signoffs.md 'Notes' section already documents how default/pending/ratified rows behave.
