id,domain,section,title,status,effort,risk,priority,quick_win,requirement
TCI-UX-011,ux,§7.2,Personal cost analytics on the IC view,Partial,M,low,P2,no,"Show monthly spend, spend trend, model mix, premium-model share, token usage, allocation confidence, and model-selection recommendations — without framing cost reduction as the objective."
TCI-UX-012,ux,§7.3,"Team context on the IC self-view (aggregates, priorities, mentors)",Blocked,L,high,P3,no,"Where permitted, show the member how they compare to team aggregates, team capability priorities, available mentors, and chances to mentor others — without exposing named peer scores."
TCI-UX-013,ux,§12,Flow A end-to-end: manager identifies gap → campaign,Missing,XL,high,P2,no,"Manager opens Team Overview, sees weakest capability, opens capability detail with affected members + confidence, opens Coaching Center, creates a campaign, assigns a mentor, records a baseline, reviews progress."
TCI-UX-014,ux,§12,Flow B end-to-end: find an internal expert,Conflicting,XL,high,P3,no,"Manager opens Skills and Experts, searches a capability/tool, sees members ranked by proficiency + confidence, checks mentor availability, and assigns the expert."
TCI-UX-015,ux,§12,Flow C end-to-end: investigate high spend per member,Partial,L,medium,P2,no,"Manager opens Costs and Efficiency, filters for high spend, compares capability/growth/adoption/cost per member, distinguishes high-value advanced use from inefficiency, and assigns model-selection coaching only when evidence supports it."
TCI-UX-016,ux,§12,Flow D end-to-end: individual reviews team-assigned development,Partial,M,medium,P2,no,"Member opens Individual Overview, sees an assigned development priority, opens the score explanation, reviews recommendations + assigned activities, completes them, and the system tracks later capability change."
TCI-UX-017,ux,§6,"Dense controls (radar, matrix density/column toggles, 10+ filters) vs minimal-by-default",Conflicting,M,medium,P1,no,"TCI team screens introduce radar charts, a capability-matrix density toggle + column selector + saved views, and 8-12 filter panels per screen."
TCI-QA-001,qa,§16 Team Overview,Team Overview one-screen acceptance test,Missing,M,medium,P1,no,"Prove a manager can read the team's strongest capability, weakest capability, growth direction, top coaching action, and total spend without leaving one screen."
TCI-QA-002,qa,§16 Team Overview,Every score shows confidence + member coverage,Partial,S,low,P1,yes,Every displayed score must show a confidence level and the represented-member coverage (how many of the team the number is based on).
TCI-QA-003,qa,§16 Team Overview,Every primary insight deep-links to detail,Missing,S,low,P2,no,Every primary insight card must link to the supporting detail screen that explains it.
TCI-QA-004,qa,§16 Capability Matrix,Capability Matrix — manager sees every member's per-capability scores,Conflicting,XL,high,P0,no,A manager can compare all members across all enabled capabilities in a people-by-capability grid.
TCI-QA-005,qa,§16 Capability Matrix,Low-confidence / insufficient-data cells visually distinct + every cell explainable,Partial,S,medium,P2,no,"Low-confidence and insufficient-data cells must be visually distinct, and every cell must open an explanation."
TCI-QA-006,qa,§16 Coaching Center,"Coaching Center — insight→action, tracked to completion, baseline+follow-up stored",Missing,L,high,P1,no,"A manager can convert an insight into an assigned coaching action, track it through completion, and the system stores baseline and follow-up capability values."
TCI-QA-007,qa,§16 Costs and Efficiency,Costs — separate high spend from adoption/capability; cost never in scoring,Partial,M,medium,P1,no,Managers can distinguish high spend from low adoption and from high-capability advanced use; cost-allocation confidence is visible; cost is never an input to capability scoring.
TCI-QA-008,qa,§16 Privacy,Manager-vs-member per-role authorization sweep (NEW test infra),Partial,L,high,P0,no,"Users cannot access unauthorized individual data; each role (individual contributor, manager, admin, observer) sees only what its permissions allow."
TCI-QA-009,qa,§16 Privacy,Raw prompt content hidden by default,Complete,S,low,P2,no,Raw prompt content must be hidden from managers by default.
TCI-QA-010,qa,§16 Privacy,Manager notes cannot affect algorithmic scoring,Missing,L,medium,P1,no,Manager-entered notes must never alter or feed into calculated capability scores.
TCI-QA-011,qa,§16 Privacy,Data limitations visible where they materially affect interpretation,Partial,S,low,P2,yes,Data limitations / confidence disclosures must be visible wherever incomplete data materially changes how a number should be read.
TCI-QA-012,qa,§9 Data (TCI-wide QA readiness),Three-registration discipline for every new team table,Missing,XL,high,P0,no,"Every new org-scoped TCI table (Team, RolePack extensions, TeamCapabilitySnapshot, CostAllocation, CoachingCampaign, ManagerInsight, ManagerNote, mentor matches) must be registered in the three CI-enforced guards or it reds main."
TCI-QA-013,qa,§6 (TCI-wide QA readiness),MIN_PEOPLE floor tests for every new team aggregate,Partial,M,medium,P1,no,"Every count-only team aggregate (capability distribution, maturity movement counts, coverage, concentration risk, benchmarks) must suppress any group below the MIN_PEOPLE floor entirely, with a test proving it."
TCI-QA-014,qa,§2.2 / §6.10 (TCI-wide QA readiness),Anti-gamification / banned-phrasing sweeps for all new team copy,Partial,S,medium,P1,yes,New team/coaching/insight/benchmark/report copy must pass anti-gamification and no-leaderboard/no-ranking sweeps; benchmark screens must not become employee rankings.
TCI-QA-015,qa,§9 / §6.11 (TCI-wide QA readiness),Shared-source parity + migration-equivalence guards for team reuse,Partial,M,medium,P2,no,"Where team aggregation, reports, notifications, and the dashboard reuse the same scoring/rec engine, tests must pin identical output (no silent divergence between surfaces)."
TCI-QA-016,qa,TCI-wide QA readiness,Suite scale + flake tolerance for the expanded team suite,Partial,M,medium,P2,no,"The test suite must stay reliable as the team layer roughly doubles it, tolerating the repo's known Windows/load-related flakes and keeping per-person query cost independent of team size."
TCI-DOC-001,docs,§ front matter,"TCI is an unsigned proposal, not ground truth",Conflicting,S,low,P0,yes,"The TCI document must be filed and treated as an unratified proposal, with docs/Revealyst_Product_Spec_V4.md remaining product ground truth until the founder signs TCI off."
TCI-DOC-002,docs,whole-document,Gap analysis must follow the docs/product/ house style,Partial,M,low,P1,no,"The TCI gap analysis and any requirements registry must be authored in the established docs/product/ four-file house style, not as a free-form memo."
TCI-DOC-003,docs,whole-document,Superseded-banner + single-source-of-truth discipline,Partial,S,low,P1,yes,Any TCI plan/analysis doc must carry the repo's superseded-banner + single-source-of-truth convention so it can never silently outlive the code or duplicate ground truth.
TCI-DOC-004,docs,§9 Data and Backend Requirements,Each new TCI entity needs an ADR + 3 registrations,Missing,XL,high,P1,no,"Every net-new org-scoped table TCI implies (Team, RolePack, CapabilityDefinition, TeamCapabilitySnapshot, CostAllocation, CoachingCampaign, ManagerInsight, manager notes, etc.) must land via the repo's ADR + three-registration governance, with ADR and migration numbers claimed independently at build time."
TCI-DOC-005,docs,whole-document,Every conflicting TCI ask needs a product-signoffs row first,Missing,S,low,P0,yes,Each TCI requirement that crosses a founder-signed decision or named gate must get a docs/product-signoffs.md row (pending → ratified/overridden) before it is built.
TCI-DOC-006,docs,§6.2 / §6.4,Manager-facing per-person capability view crosses self-view-only,Conflicting,XL,high,P1,no,TCI's Capability Matrix and manager-facing individual profile expose each named member's per-capability scores to their manager.
TCI-DOC-007,docs,§6.1 / §6.2 / §6.3,Named per-person team scores cross count-only + MIN_PEOPLE,Conflicting,L,high,P1,no,"TCI shows named members in a matrix/table with individual scores and small-segment breakdowns, without a minimum-people floor."
TCI-DOC-008,docs,§3.2 / §6.4 / §6.8,Manager-visible individual cost crosses privacy model,Conflicting,L,high,P2,no,"TCI lets managers see each member's individual spend, model mix, and token volume."
TCI-DOC-009,docs,§2.4 / §6.12 / §10,Prompt-level evidence crosses the no-prompt-content tripwire,Conflicting,S,high,P0,yes,"TCI implies prompt-level evidence can be made available (hidden 'by default', configurable on)."
TCI-DOC-010,docs,§4.2 / §14,Eight non-engineering role packs cross NOT-015 + role-expansion gate,Blocked,S,low,P2,no,"TCI ships Product, Marketing, Sales, Customer Success, HR, Finance, Operations role packs alongside Engineering."
TCI-DOC-011,docs,§1 / §13 MVP,Whole team product assumed live — blocked on W6-A dogfood clock,Blocked,S,medium,P0,no,TCI assumes a manager-facing team product exists and can be built now.
TCI-DOC-012,docs,§5 Navigation Architecture,11-item nav tree crosses minimal-nav U0 IA + D4,Conflicting,M,medium,P1,no,"TCI adds a top-level 'Team Intelligence' area with eleven sub-items (Overview, Capability Matrix, Team Members, Growth, Coaching, Skills & Experts, Costs & Efficiency, Insights, Benchmarks, Reports, Team Settings)."
TCI-DOC-013,docs,§4.3 / §6.1,New inactive→expert ladder + 0–100 score cross 'no competing ladder',Conflicting,M,medium,P1,no,TCI introduces a numeric 0–100 capability score plus a five-level 'inactive|beginner|intermediate|advanced|expert' ladder as the hero metric.
TCI-DOC-014,docs,§1 / §17,Repositioning to a manager-first platform crosses individual-first VIS-001,Conflicting,S,medium,P2,no,TCI repositions Revealyst as an 'AI Capability Intelligence and Growth Platform' with a manager-facing pitch.
TCI-DOC-015,docs,whole-document,Record the orchestrator conflict-resolution rule,Missing,S,low,P0,yes,The rule that conflicts resolve toward TCI only where TCI does not cross a founder-signed decision or named gate must be written down as the governing resolution rule for this analysis.
